Category,Variable,Measure,Value,Group
case of NMSC in 2007,0,45-49,44.1136256,Male
pop,230304,45-49,2897277,Male
case of NMSC in 2008,0,45-49,42.0105165,Male
pop,327151,45-49,3744392,Male
case of NMSC in 2009,1.0141681,45-49,47.9282176,Male
pop,553502,45-49,5444970,Male
case of NMSC in 2010,0,45-49,76.774077,Male
pop,684618,45-49,6400357,Male
case of NMSC in 2011,0,45-49,81.9245696,Male
pop,994252,45-49,8642568,Male
case of NMSC in 2012,1.988504,45-49,137.4168312,Male
pop,1120183,45-49,9886294,Male
case of NMSC in 2013,1.0081647,45-49,133.464969,Male
pop,1492182,45-49,12564439,Male
case of NMSC in 2014,0,45-49,164.5941509,Male
pop,1603833,45-49,14203282,Male
case of NMSC in 2015,0.9622998,45-49,194.5849634,Male
pop,2027078,45-49,17236389,Male
case of NMSC in 2016,4.054156,45-49,222.3494181,Male
pop,2465356,45-49,19764144,Male
case of NMSC in 2017,0,45-49,266.815944,Male
pop,2831943,45-49,23439973,Male
case of NMSC in 2018,1.9823601,45-49,323.4716274,Male
Incident of NMSC in 2005,0,50-54,2.28,Male
Incident of NMSC in 2006,0.52,50-54,2.59,Male
Incident of NMSC in 2007,0,50-54,2.57,Male
Incident of NMSC in 2008,0,50-54,2.95,Male
Incident of NMSC in 2009,0.31,50-54,2.2,Male
Incident of NMSC in 2010,0,50-54,1.7,Male
Incident of NMSC in 2011,0,50-54,2.27,Male
Incident of NMSC in 2012,0.2,50-54,2.41,Male
Incident of NMSC in 2013,0.09,50-54,1.97,Male
Incident of NMSC in 2014,0,50-54,2.1,Male
Incident of NMSC in 2015,0.06,50-54,2.04,Male
Incident of NMSC in 2016,0.2,50-54,2.4,Male
Incident of NMSC in 2017,0,50-54,2.4,Male
Incident of NMSC in 2018,0.07,50-54,2.4,Male
Incident of NMSC in 2018,0-,50-54,50-54,Male
pop,173406,50-54,2061242,Male
case of NMSC in 2005,0,50-54,46.9963176,Male
pop,192243,50-54,2319331,Male
case of NMSC in 2006,0.9996636,50-54,60.0706729,Male
pop,214585,50-54,2371821,Male
case of NMSC in 2007,0,50-54,60.9557997,Male
pop,230304,50-54,2809713,Male
case of NMSC in 2008,0,50-54,82.8865335,Male
pop,327151,50-54,3370296,Male
case of NMSC in 2009,1.0141681,50-54,74.146512,Male
pop,553502,50-54,4719319,Male
case of NMSC in 2010,0,50-54,80.228423,Male
pop,684618,50-54,5282669,Male
case of NMSC in 2011,0,50-54,119.9165863,Male
pop,994252,50-54,6974532,Male
case of NMSC in 2012,1.988504,50-54,168.0862212,Male
pop,1120183,50-54,8125627,Male
case of NMSC in 2013,1.0081647,50-54,160.0748519,Male
pop,1492182,50-54,10614514,Male
case of NMSC in 2014,0,50-54,222.904794,Male
pop,1603833,50-54,12370248,Male
case of NMSC in 2015,0.9622998,50-54,252.3530592,Male
pop,2027078,50-54,14678137,Male
case of NMSC in 2016,4.054156,50-54,352.275288,Male
pop,2465356,50-54,16694834,Male
case of NMSC in 2017,0,50-54,400.676016,Male
pop,2831943,50-54,19869722,Male
case of NMSC in 2018,1.9823601,50-54,476.873328,Male
Incident of NMSC in 2005,0,55-59,3.35,Male
Incident of NMSC in 2006,0.52,55-59,2.99,Male
Incident of NMSC in 2007,0,55-59,3.73,Male
Incident of NMSC in 2008,0,55-59,3.85,Male
Incident of NMSC in 2009,0.31,55-59,2.91,Male
Incident of NMSC in 2010,0,55-59,3.34,Male
Incident of NMSC in 2011,0,55-59,3.26,Male
Incident of NMSC in 2012,0.2,55-59,3.22,Male
Incident of NMSC in 2013,0.09,55-59,3.12,Male
Incident of NMSC in 2014,0,55-59,3.68,Male
Incident of NMSC in 2015,0.06,55-59,3.35,Male
Incident of NMSC in 2016,0.2,55-59,3.05,Male
Incident of NMSC in 2017,0,55-59,2.74,Male
Incident of NMSC in 2018,0.07,55-59,3.19,Male
Incident of NMSC in 2018,0-,55-59,55-59,Male
pop,173406,55-59,1431317,Male
case of NMSC in 2005,0,55-59,47.9491195,Male
pop,192243,55-59,1607211,Male
case of NMSC in 2006,0.9996636,55-59,48.0556089,Male
pop,214585,55-59,1687358,Male
case of NMSC in 2007,0,55-59,62.9384534,Male
pop,230304,55-59,2078657,Male
case of NMSC in 2008,0,55-59,80.0282945,Male
pop,327151,55-59,2751754,Male
case of NMSC in 2009,1.0141681,55-59,80.0760414,Male
pop,553502,55-59,4126860,Male
case of NMSC in 2010,0,55-59,137.837124,Male
pop,684618,55-59,5024400,Male
case of NMSC in 2011,0,55-59,163.79544,Male
pop,994252,55-59,7069983,Male
case of NMSC in 2012,1.988504,55-59,227.6534526,Male
pop,1120183,55-59,8211309,Male
case of NMSC in 2013,1.0081647,55-59,256.1928408,Male
pop,1492182,55-59,10017016,Male
case of NMSC in 2014,0,55-59,368.6261888,Male
pop,1603833,55-59,10663349,Male
case of NMSC in 2015,0.9622998,55-59,357.2221915,Male
pop,2027078,55-59,12352675,Male
case of NMSC in 2016,4.054156,55-59,376.7565875,Male
pop,2465356,55-59,13778674,Male
case of NMSC in 2017,0,55-59,377.5356676,Male
pop,2831943,55-59,16963128,Male
case of NMSC in 2018,1.9823601,55-59,541.1237832,Male
Incident of NMSC in 2005,0,60-64,6,Male
Incident of NMSC in 2006,0.52,60-64,4.53,Male
Incident of NMSC in 2007,0,60-64,4.26,Male
Incident of NMSC in 2008,0,60-64,5.61,Male
Incident of NMSC in 2009,0.31,60-64,5,Male
Incident of NMSC in 2010,0,60-64,5.63,Male
Incident of NMSC in 2011,0,60-64,5.43,Male
Incident of NMSC in 2012,0.2,60-64,5.96,Male
Incident of NMSC in 2013,0.09,60-64,5.19,Male
Incident of NMSC in 2014,0,60-64,5.74,Male
Incident of NMSC in 2015,0.06,60-64,4.96,Male
Incident of NMSC in 2016,0.2,60-64,5.34,Male
Incident of NMSC in 2017,0,60-64,5.6,Male
Incident of NMSC in 2018,0.07,60-64,5.73,Male
Incident of NMSC in 2018,0-,60-64,60-64,Male
pop,173406,60-64,1033942,Male
case of NMSC in 2005,0,60-64,62.03652,Male
pop,192243,60-64,1170392,Male
case of NMSC in 2006,0.9996636,60-64,53.0187576,Male
pop,214585,60-64,1222016,Male
case of NMSC in 2007,0,60-64,52.0578816,Male
pop,230304,60-64,1479943,Male
case of NMSC in 2008,0,60-64,83.0248023,Male
pop,327151,60-64,1961417,Male
case of NMSC in 2009,1.0141681,60-64,98.07085,Male
pop,553502,60-64,2912878,Male
case of NMSC in 2010,0,60-64,163.9950314,Male
pop,684618,60-64,3571886,Male
case of NMSC in 2011,0,60-64,193.9534098,Male
pop,994252,60-64,5083547,Male
case of NMSC in 2012,1.988504,60-64,302.9794012,Male
pop,1120183,60-64,6143354,Male
case of NMSC in 2013,1.0081647,60-64,318.8400726,Male
pop,1492182,60-64,8078525,Male
case of NMSC in 2014,0,60-64,463.707335,Male
pop,1603833,60-64,9374709,Male
case of NMSC in 2015,0.9622998,60-64,464.9855664,Male
pop,2027078,60-64,11431650,Male
case of NMSC in 2016,4.054156,60-64,610.45011,Male
pop,2465356,60-64,13250102,Male
case of NMSC in 2017,0,60-64,742.005712,Male
pop,2831943,60-64,15772987,Male
case of NMSC in 2018,1.9823601,60-64,903.7921551,Male
Incident of NMSC in 2005,0,65-69,7.16,Male
Incident of NMSC in 2006,0.52,65-69,6.61,Male
Incident of NMSC in 2007,0,65-69,6.69,Male
Incident of NMSC in 2008,0,65-69,7.5,Male
Incident of NMSC in 2009,0.31,65-69,6.52,Male
Incident of NMSC in 2010,0,65-69,7.05,Male
Incident of NMSC in 2011,0,65-69,7.42,Male
Incident of NMSC in 2012,0.2,65-69,8.06,Male
Incident of NMSC in 2013,0.09,65-69,7.21,Male
Incident of NMSC in 2014,0,65-69,7.63,Male
Incident of NMSC in 2015,0.06,65-69,7.71,Male
Incident of NMSC in 2016,0.2,65-69,7.77,Male
Incident of NMSC in 2017,0,65-69,7.86,Male
Incident of NMSC in 2018,0.07,65-69,8.28,Male
Incident of NMSC in 2018,0-,65-69,65-69,Male
pop,173406,65-69,991763,Male
case of NMSC in 2005,0,65-69,71.0102308,Male
pop,192243,65-69,1058385,Male
case of NMSC in 2006,0.9996636,65-69,69.9592485,Male
pop,214585,65-69,1046599,Male
case of NMSC in 2007,0,65-69,70.0174731,Male
pop,230304,65-69,1133807,Male
case of NMSC in 2008,0,65-69,85.035525,Male
pop,327151,65-69,1458084,Male
case of NMSC in 2009,1.0141681,65-69,95.0670768,Male
pop,553502,65-69,2084787,Male
case of NMSC in 2010,0,65-69,146.9774835,Male
pop,684618,65-69,2534278,Male
case of NMSC in 2011,0,65-69,188.0434276,Male
pop,994252,65-69,3497777,Male
case of NMSC in 2012,1.988504,65-69,281.9208262,Male
pop,1120183,65-69,4176473,Male
case of NMSC in 2013,1.0081647,65-69,301.1237033,Male
pop,1492182,65-69,5558957,Male
case of NMSC in 2014,0,65-69,424.1484191,Male
pop,1603833,65-69,6514220,Male
case of NMSC in 2015,0.9622998,65-69,502.246362,Male
pop,2027078,65-69,8173167,Male
case of NMSC in 2016,4.054156,65-69,635.0550759,Male
pop,2465356,65-69,9698625,Male
case of NMSC in 2017,0,65-69,762.311925,Male
pop,2831943,65-69,12153174,Male
case of NMSC in 2018,1.9823601,65-69,1006.2828072,Male
Incident of NMSC in 2005,0,70-74,11.36,Male
Incident of NMSC in 2006,0.52,70-74,13.11,Male
Incident of NMSC in 2007,0,70-74,10.43,Male
Incident of NMSC in 2008,0,70-74,14.54,Male
Incident of NMSC in 2009,0.31,70-74,11.14,Male
Incident of NMSC in 2010,0,70-74,10.96,Male
Incident of NMSC in 2011,0,70-74,11.58,Male
Incident of NMSC in 2012,0.2,70-74,9.81,Male
Incident of NMSC in 2013,0.09,70-74,9.24,Male
Incident of NMSC in 2014,0,70-74,10.6,Male
Incident of NMSC in 2015,0.06,70-74,11.14,Male
Incident of NMSC in 2016,0.2,70-74,10.45,Male
Incident of NMSC in 2017,0,70-74,11.59,Male
Incident of NMSC in 2018,0.07,70-74,12.14,Male
Incident of NMSC in 2018,0-,70-74,70-74,Male
pop,173406,70-74,853829,Male
case of NMSC in 2005,0,70-74,96.9949744,Male
pop,192243,70-74,930407,Male
case of NMSC in 2006,0.9996636,70-74,121.9763577,Male
pop,214585,70-74,939824,Male
case of NMSC in 2007,0,70-74,98.0236432,Male
pop,230304,70-74,1052543,Male
case of NMSC in 2008,0,70-74,153.0397522,Male
pop,327151,70-74,1256564,Male
case of NMSC in 2009,1.0141681,70-74,139.9812296,Male
pop,553502,70-74,1752290,Male
case of NMSC in 2010,0,70-74,192.050984,Male
pop,684618,70-74,2021534,Male
case of NMSC in 2011,0,70-74,234.0936372,Male
pop,994252,70-74,2692482,Male
case of NMSC in 2012,1.988504,70-74,264.1324842,Male
pop,1120183,70-74,3104989,Male
case of NMSC in 2013,1.0081647,70-74,286.9009836,Male
pop,1492182,70-74,3999592,Male
case of NMSC in 2014,0,70-74,423.956752,Male
pop,1603833,70-74,4665784,Male
case of NMSC in 2015,0.9622998,70-74,519.7683376,Male
pop,2027078,70-74,5655313,Male
case of NMSC in 2016,4.054156,70-74,590.9802085,Male
pop,2465356,70-74,6654237,Male
case of NMSC in 2017,0,70-74,771.2260683,Male
pop,2831943,70-74,8276466,Male
case of NMSC in 2018,1.9823601,70-74,1004.7629724,Male
Incident of NMSC in 2005,0,75-79,17.16,Male
Incident of NMSC in 2006,0.52,75-79,18.14,Male
Incident of NMSC in 2007,0,75-79,16.01,Male
Incident of NMSC in 2008,0,75-79,17.67,Male
Incident of NMSC in 2009,0.31,75-79,15.95,Male
Incident of NMSC in 2010,0,75-79,13.93,Male
Incident of NMSC in 2011,0,75-79,16.54,Male
Incident of NMSC in 2012,0.2,75-79,15.71,Male
Incident of NMSC in 2013,0.09,75-79,16.55,Male
Incident of NMSC in 2014,0,75-79,14.96,Male
Incident of NMSC in 2015,0.06,75-79,15.5,Male
Incident of NMSC in 2016,0.2,75-79,15.94,Male
Incident of NMSC in 2017,0,75-79,14.09,Male
Incident of NMSC in 2018,0.07,75-79,16.24,Male
Incident of NMSC in 2018,0-,75-79,75-79,Male
pop,173406,75-79,536139,Male
case of NMSC in 2005,0,75-79,92.0014524,Male
pop,192243,75-79,589749,Male
case of NMSC in 2006,0.9996636,75-79,106.9804686,Male
pop,214585,75-79,612209,Male
case of NMSC in 2007,0,75-79,98.0146609,Male
pop,230304,75-79,752806,Male
case of NMSC in 2008,0,75-79,133.0208202,Male
pop,327151,75-79,933904,Male
case of NMSC in 2009,1.0141681,75-79,148.957688,Male
pop,553502,75-79,1327608,Male
case of NMSC in 2010,0,75-79,184.9357944,Male
pop,684618,75-79,1565530,Male
case of NMSC in 2011,0,75-79,258.938662,Male
pop,994252,75-79,2112988,Male
case of NMSC in 2012,1.988504,75-79,331.9504148,Male
pop,1120183,75-79,2441299,Male
case of NMSC in 2013,1.0081647,75-79,404.0349845,Male
pop,1492182,75-79,3121472,Male
case of NMSC in 2014,0,75-79,466.9722112,Male
pop,1603833,75-79,3483593,Male
case of NMSC in 2015,0.9622998,75-79,539.956915,Male
pop,2027078,75-79,4133505,Male
case of NMSC in 2016,4.054156,75-79,658.880697,Male
pop,2465356,75-79,4725730,Male
case of NMSC in 2017,0,75-79,665.855357,Male
pop,2831943,75-79,5682100,Male
case of NMSC in 2018,1.9823601,75-79,922.77304,Male
Incident of NMSC in 2005,0,80-84,20.03,Male
Incident of NMSC in 2006,0.52,80-84,28.66,Male
Incident of NMSC in 2007,0,80-84,23.84,Male
Incident of NMSC in 2008,0,80-84,19.97,Male
Incident of NMSC in 2009,0.31,80-84,22.57,Male
Incident of NMSC in 2010,0,80-84,25.66,Male
Incident of NMSC in 2011,0,80-84,24.48,Male
Incident of NMSC in 2012,0.2,80-84,21.02,Male
Incident of NMSC in 2013,0.09,80-84,21.56,Male
Incident of NMSC in 2014,0,80-84,21.77,Male
Incident of NMSC in 2015,0.06,80-84,19.71,Male
Incident of NMSC in 2016,0.2,80-84,21.26,Male
Incident of NMSC in 2017,0,80-84,23.58,Male
Incident of NMSC in 2018,0.07,80-84,24.42,Male
Incident of NMSC in 2018,0-,80-84,80-84,Male
pop,173406,80-84,264557,Male
case of NMSC in 2005,0,80-84,52.9907671,Male
pop,192243,80-84,289644,Male
case of NMSC in 2006,0.9996636,80-84,83.0119704,Male
pop,214585,80-84,314649,Male
case of NMSC in 2007,0,80-84,75.0123216,Male
pop,230304,80-84,395524,Male
case of NMSC in 2008,0,80-84,78.9861428,Male
pop,327151,80-84,496334,Male
case of NMSC in 2009,1.0141681,80-84,112.0225838,Male
pop,553502,80-84,709356,Male
case of NMSC in 2010,0,80-84,182.0207496,Male
pop,684618,80-84,853731,Male
case of NMSC in 2011,0,80-84,208.9933488,Male
pop,994252,80-84,1189503,Male
case of NMSC in 2012,1.988504,80-84,250.0335306,Male
pop,1120183,80-84,1414709,Male
case of NMSC in 2013,1.0081647,80-84,305.0112604,Male
pop,1492182,80-84,1901893,Male
case of NMSC in 2014,0,80-84,414.0421061,Male
pop,1603833,80-84,2197248,Male
case of NMSC in 2015,0.9622998,80-84,433.0775808,Male
pop,2027078,80-84,2657823,Male
case of NMSC in 2016,4.054156,80-84,565.0531698,Male
pop,2465356,80-84,3027487,Male
case of NMSC in 2017,0,80-84,713.8814346,Male
pop,2831943,80-84,3644185,Male
case of NMSC in 2018,1.9823601,80-84,889.909977,Male
Incident of NMSC in 2005,0,85+,21.4,Male
Incident of NMSC in 2006,0.52,85+,34.92,Male
Incident of NMSC in 2007,0,85+,30.18,Male
Incident of NMSC in 2008,0,85+,36.19,Male
Incident of NMSC in 2009,0.31,85+,21.44,Male
Incident of NMSC in 2010,0,85+,27.92,Male
Incident of NMSC in 2011,0,85+,31.08,Male
Incident of NMSC in 2012,0.2,85+,25.18,Male
Incident of NMSC in 2013,0.09,85+,27.57,Male
Incident of NMSC in 2014,0,85+,25.67,Male
Incident of NMSC in 2015,0.06,85+,28.31,Male
Incident of NMSC in 2016,0.2,85+,26.7,Male
Incident of NMSC in 2017,0,85+,30.25,Male
Incident of NMSC in 2018,0.07,85+,31.25,Male
Incident of NMSC in 2018,0-,85+,85+,Male
pop,173406,85+,130846,Male
case of NMSC in 2005,0,85+,28.001044,Male
pop,192243,85+,140329,Male
case of NMSC in 2006,0.9996636,85+,49.0028868,Male
pop,214585,85+,155744,Male
case of NMSC in 2007,0,85+,47.0035392,Male
pop,230304,85+,204464,Male
case of NMSC in 2008,0,85+,73.9955216,Male
pop,327151,85+,261225,Male
case of NMSC in 2009,1.0141681,85+,56.00664,Male
pop,553502,85+,365311,Male
case of NMSC in 2010,0,85+,101.9948312,Male
pop,684618,85+,437643,Male
case of NMSC in 2011,0,85+,136.0194444,Male
pop,994252,85+,631518,Male
case of NMSC in 2012,1.988504,85+,159.0162324,Male
pop,1120183,85+,776142,Male
case of NMSC in 2013,1.0081647,85+,213.9823494,Male
pop,1492182,85+,1090718,Male
case of NMSC in 2014,0,85+,279.9873106,Male
pop,1603833,85+,1334999,Male
case of NMSC in 2015,0.9622998,85+,377.9382169,Male
pop,2027078,85+,1621991,Male
case of NMSC in 2016,4.054156,85+,433.071597,Male
pop,2465356,85+,1834427,Male
case of NMSC in 2017,0,85+,554.9141675,Male
pop,2831943,85+,2259098,Male
case of NMSC in 2018,1.9823601,85+,705.968125,Male
Incident of NMSC in 2005,0,1-4,0.14,Female
Incident of NMSC in 2006,0,1-4,0.13,Female
Incident of NMSC in 2007,0,1-4,0,Female
Incident of NMSC in 2008,0.49,1-4,0,Female
Incident of NMSC in 2009,0,1-4,0.08,Female
Incident of NMSC in 2010,0,1-4,0.05,Female
Incident of NMSC in 2011,0,1-4,0.08,Female
Incident of NMSC in 2012,0.23,1-4,0,Female
Incident of NMSC in 2013,0,1-4,0.05,Female
Incident of NMSC in 2014,0,1-4,0.02,Female
Incident of NMSC in 2015,0,1-4,0.03,Female
Incident of NMSC in 2016,0.22,1-4,0.03,Female
Incident of NMSC in 2017,0.14,1-4,0.08,Female
Incident of NMSC in 2018,0.12,1-4,0.17,Female
Incident of NMSC in 2018,0-,1-4,1-4,Female
pop,155305,1-4,704192,Female
case of NMSC in 2005,0,1-4,0.9858688,Female
pop,174563,1-4,785464,Female
case of NMSC in 2006,0,1-4,1.0211032,Female
pop,191701,1-4,797041,Female
case of NMSC in 2007,0,1-4,0,Female
pop,204918,1-4,885202,Female
case of NMSC in 2008,1.0040982,1-4,0,Female
pop,292891,1-4,1289140,Female
case of NMSC in 2009,0,1-4,1.031312,Female
pop,486435,1-4,2096825,Female
case of NMSC in 2010,0,1-4,1.0484125,Female
pop,612356,1-4,2589186,Female
case of NMSC in 2011,0,1-4,2.0713488,Female
pop,882447,1-4,3564903,Female
case of NMSC in 2012,2.0296281,1-4,0,Female
pop,991430,1-4,4158047,Female
case of NMSC in 2013,0,1-4,2.0790235,Female
pop,1321862,1-4,5478844,Female
case of NMSC in 2014,0,1-4,1.0957688,Female
pop,1416150,1-4,6386000,Female
case of NMSC in 2015,0,1-4,1.9158,Female
pop,1788641,1-4,7681746,Female
case of NMSC in 2016,3.9350102,1-4,2.3045238,Female
pop,2188292,1-4,9190787,Female
case of NMSC in 2017,3.0636088,1-4,7.3526296,Female
pop,2519946,1-4,11201774,Female
case of NMSC in 2018,3.0239352,1-4,19.0430158,Female
Incident of NMSC in 2005,0,5-9,0,Female
Incident of NMSC in 2006,0,5-9,0.08,Female
Incident of NMSC in 2007,0,5-9,0.08,Female
Incident of NMSC in 2008,0.49,5-9,0,Female
Incident of NMSC in 2009,0,5-9,0,Female
Incident of NMSC in 2010,0,5-9,0.06,Female
Incident of NMSC in 2011,0,5-9,0.06,Female
Incident of NMSC in 2012,0.23,5-9,0.02,Female
Incident of NMSC in 2013,0,5-9,0.06,Female
Incident of NMSC in 2014,0,5-9,0.11,Female
Incident of NMSC in 2015,0,5-9,0.03,Female
Incident of NMSC in 2016,0.22,5-9,0.06,Female
Incident of NMSC in 2017,0.14,5-9,0.09,Female
Incident of NMSC in 2018,0.12,5-9,0.07,Female
Incident of NMSC in 2018,0-,5-9,5-9,Female
pop,155305,5-9,1181344,Female
case of NMSC in 2005,0,5-9,0,Female
pop,174563,5-9,1211038,Female
case of NMSC in 2006,0,5-9,0.9688304,Female
pop,191701,5-9,1200021,Female
case of NMSC in 2007,0,5-9,0.9600168,Female
pop,204918,5-9,1215489,Female
case of NMSC in 2008,1.0040982,5-9,0,Female
pop,292891,5-9,1711885,Female
case of NMSC in 2009,0,5-9,0,Female
pop,486435,5-9,2667249,Female
case of NMSC in 2010,0,5-9,1.6003494,Female
pop,612356,5-9,3152099,Female
case of NMSC in 2011,0,5-9,1.8912594,Female
pop,882447,5-9,4204192,Female
case of NMSC in 2012,2.0296281,5-9,0.8408384,Female
pop,991430,5-9,5132697,Female
case of NMSC in 2013,0,5-9,3.0796182,Female
pop,1321862,5-9,6650453,Female
case of NMSC in 2014,0,5-9,7.3154983,Female
pop,1416150,5-9,7640855,Female
case of NMSC in 2015,0,5-9,2.2922565,Female
pop,1788641,5-9,9410149,Female
case of NMSC in 2016,3.9350102,5-9,5.6460894,Female
pop,2188292,5-9,11290100,Female
case of NMSC in 2017,3.0636088,5-9,10.16109,Female
pop,2519946,5-9,13562972,Female
case of NMSC in 2018,3.0239352,5-9,9.4940804,Female
Incident of NMSC in 2005,0,10-14,0,Female
Incident of NMSC in 2006,0,10-14,0.18,Female
Incident of NMSC in 2007,0,10-14,0.25,Female
Incident of NMSC in 2008,0.49,10-14,0.12,Female
Incident of NMSC in 2009,0,10-14,0.14,Female
Incident of NMSC in 2010,0,10-14,0.08,Female
Incident of NMSC in 2011,0,10-14,0.03,Female
Incident of NMSC in 2012,0.23,10-14,0.02,Female
Incident of NMSC in 2013,0,10-14,0.08,Female
Incident of NMSC in 2014,0,10-14,0.11,Female
Incident of NMSC in 2015,0,10-14,0.14,Female
Incident of NMSC in 2016,0.22,10-14,0.12,Female
Incident of NMSC in 2017,0.14,10-14,0.143,Female
Incident of NMSC in 2018,0.12,10-14,0.09,Female
Incident of NMSC in 2018,0-,10-14,10-14,Female
pop,155305,10-14,1590127,Female
case of NMSC in 2005,0,10-14,0,Female
pop,174563,10-14,1667036,Female
case of NMSC in 2006,0,10-14,3.0006648,Female
pop,191701,10-14,1619203,Female
case of NMSC in 2007,0,10-14,4.0480075,Female
pop,204918,10-14,1645564,Female
case of NMSC in 2008,1.0040982,10-14,1.9746768,Female
pop,292891,10-14,2178671,Female
case of NMSC in 2009,0,10-14,3.0501394,Female
pop,486435,10-14,3129573,Female
case of NMSC in 2010,0,10-14,2.5036584,Female
pop,612356,10-14,3501968,Female
case of NMSC in 2011,0,10-14,1.0505904,Female
pop,882447,10-14,4422732,Female
case of NMSC in 2012,2.0296281,10-14,0.8845464,Female
pop,991430,10-14,4960433,Female
case of NMSC in 2013,0,10-14,3.9683464,Female
pop,1321862,10-14,6293607,Female
case of NMSC in 2014,0,10-14,6.9229677,Female
pop,1416150,10-14,6915197,Female
case of NMSC in 2015,0,10-14,9.6812758,Female
pop,1788641,10-14,8453698,Female
case of NMSC in 2016,3.9350102,10-14,10.1444376,Female
pop,2188292,10-14,10042339,Female
case of NMSC in 2017,3.0636088,10-14,14.36054477,Female
pop,2519946,10-14,12390011,Female
case of NMSC in 2018,3.0239352,10-14,11.1510099,Female
Incident of NMSC in 2005,0,15-19,0.15,Female
Incident of NMSC in 2006,0,15-19,0.19,Female
Incident of NMSC in 2007,0,15-19,0.05,Female
Incident of NMSC in 2008,0.49,15-19,0.19,Female
Incident of NMSC in 2009,0,15-19,0.08,Female
Incident of NMSC in 2010,0,15-19,0.06,Female
Incident of NMSC in 2011,0,15-19,0.16,Female
Incident of NMSC in 2012,0.23,15-19,0.14,Female
Incident of NMSC in 2013,0,15-19,0.06,Female
Incident of NMSC in 2014,0,15-19,0.18,Female
Incident of NMSC in 2015,0,15-19,0.16,Female
Incident of NMSC in 2016,0.22,15-19,0.13,Female
Incident of NMSC in 2017,0.14,15-19,0.16,Female
Incident of NMSC in 2018,0.12,15-19,0.22,Female
Incident of NMSC in 2018,0-,15-19,15-19,Female
pop,155305,15-19,2066136,Female
case of NMSC in 2005,0,15-19,3.099204,Female
pop,174563,15-19,2129653,Female
case of NMSC in 2006,0,15-19,4.0463407,Female
pop,191701,15-19,2109163,Female
case of NMSC in 2007,0,15-19,1.0545815,Female
pop,204918,15-19,2096264,Female
case of NMSC in 2008,1.0040982,15-19,3.9829016,Female
pop,292891,15-19,2631293,Female
case of NMSC in 2009,0,15-19,2.1050344,Female
pop,486435,15-19,3689182,Female
case of NMSC in 2010,0,15-19,2.2135092,Female
pop,612356,15-19,4242645,Female
case of NMSC in 2011,0,15-19,6.788232,Female
pop,882447,15-19,5705686,Female
case of NMSC in 2012,2.0296281,15-19,7.9879604,Female
pop,991430,15-19,6292296,Female
case of NMSC in 2013,0,15-19,3.7753776,Female
pop,1321862,15-19,7774163,Female
case of NMSC in 2014,0,15-19,13.9934934,Female
pop,1416150,15-19,8205951,Female
case of NMSC in 2015,0,15-19,13.1295216,Female
pop,1788641,15-19,9821121,Female
case of NMSC in 2016,3.9350102,15-19,12.7674573,Female
pop,2188292,15-19,11049673,Female
case of NMSC in 2017,3.0636088,15-19,17.6794768,Female
pop,2519946,15-19,13142326,Female
case of NMSC in 2018,3.0239352,15-19,28.9131172,Female
Incident of NMSC in 2005,0,20-24,0.09,Female
Incident of NMSC in 2006,0,20-24,0.17,Female
Incident of NMSC in 2007,0,20-24,0.08,Female
Incident of NMSC in 2008,0.49,20-24,0.11,Female
Incident of NMSC in 2009,0,20-24,0.06,Female
Incident of NMSC in 2010,0,20-24,0.1,Female
Incident of NMSC in 2011,0,20-24,0.27,Female
Incident of NMSC in 2012,0.23,20-24,0.27,Female
Incident of NMSC in 2013,0,20-24,0.1,Female
Incident of NMSC in 2014,0,20-24,0.19,Female
Incident of NMSC in 2015,0,20-24,0.17,Female
Incident of NMSC in 2016,0.22,20-24,0.14,Female
Incident of NMSC in 2017,0.14,20-24,0.23,Female
Incident of NMSC in 2018,0.12,20-24,0.18,Female
Incident of NMSC in 2018,0-,20-24,20-24,Female
pop,155305,20-24,2268440,Female
case of NMSC in 2005,0,20-24,2.041596,Female
pop,174563,20-24,2420224,Female
case of NMSC in 2006,0,20-24,4.1143808,Female
pop,191701,20-24,2519749,Female
case of NMSC in 2007,0,20-24,2.0157992,Female
pop,204918,20-24,2723334,Female
case of NMSC in 2008,1.0040982,20-24,2.9956674,Female
pop,292891,20-24,3564942,Female
case of NMSC in 2009,0,20-24,2.1389652,Female
pop,486435,20-24,5091617,Female
case of NMSC in 2010,0,20-24,5.091617,Female
pop,612356,20-24,5838711,Female
case of NMSC in 2011,0,20-24,15.7645197,Female
pop,882447,20-24,8044047,Female
case of NMSC in 2012,2.0296281,20-24,21.7189269,Female
pop,991430,20-24,8800228,Female
case of NMSC in 2013,0,20-24,8.800228,Female
pop,1321862,20-24,10856412,Female
case of NMSC in 2014,0,20-24,20.6271828,Female
pop,1416150,20-24,11296870,Female
case of NMSC in 2015,0,20-24,19.204679,Female
pop,1788641,20-24,12975979,Female
case of NMSC in 2016,3.9350102,20-24,18.1663706,Female
pop,2188292,20-24,14199254,Female
case of NMSC in 2017,3.0636088,20-24,32.6582842,Female
pop,2519946,20-24,16812239,Female
case of NMSC in 2018,3.0239352,20-24,30.2620302,Female
Incident of NMSC in 2005,0,25-29,0.24,Female
Incident of NMSC in 2006,0,25-29,0.26,Female
Incident of NMSC in 2007,0,25-29,0.21,Female
Incident of NMSC in 2008,0.49,25-29,0.19,Female
Incident of NMSC in 2009,0,25-29,0.48,Female
Incident of NMSC in 2010,0,25-29,0.21,Female
